CustomerID,Gender,Age,Items Purchased,Category,Purchase Amount,Shipping Type,Subscription Status,Season,Country,Age Group
685,Female,55,Blouse,Clothing,55,Free Shipping,No,Winter,Albania,45-54
686,Male,55,Sweater,Clothing,98,Free Shipping,Yes,Winter,Albania,45-54
687,Female,55,Jeans,Clothing,99,Free Shipping,No,Winter,Albania,45-54
688,Female,55,Sandals,Footwear,65,Free Shipping,Yes,Winter,Albania,45-54
689,Female,55,Blouse,Clothing,35,Free Shipping,No,Winter,Albania,45-54
690,Female,55,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Albania,45-54
691,Female,55,Shirt,Clothing,96,Free Shipping,No,Winter,Albania,45-54
692,Male,55,Shorts,Clothing,74,Free Shipping,Yes,Winter,Albania,45-54
693,Male,55,Coat,Outerwear,52,Free Shipping,No,Winter,Albania,45-54
694,Female,55,Handbag,Accessories,22,Free Shipping,Yes,Winter,Albania,45-54
695,Female,55,Sunglasses,Accessories,21,Express,No,Winter,Albania,45-54
696,Male,55,Scarf,Accessories,45,Free Shipping,Yes,Winter,Albania,45-54
697,Female,55,Blouse,Clothing,77,Next Day Air,No,Winter,Albania,45-54
698,Female,55,Sweater,Clothing,50,2-Day Shipping,Yes,Winter,Albania,45-54
699,Male,55,Jeans,Clothing,25,2-Day Shipping,No,Winter,Albania,45-54
700,Male,55,Sandals,Footwear,15,2-Day Shipping,Yes,Winter,Albania,45-54
701,Female,55,Blouse,Clothing,69,2-Day Shipping,No,Winter,Albania,45-54
702,Female,55,Sneakers,Footwear,85,2-Day Shipping,Yes,Winter,Albania,45-54
703,Male,55,Shirt,Clothing,12,2-Day Shipping,No,Winter,Albania,45-54
704,Male,55,Shorts,Clothing,100,2-Day Shipping,Yes,Winter,Albania,45-54
705,Male,55,Coat,Outerwear,23,2-Day Shipping,No,Winter,Albania,45-54
706,Female,55,Handbag,Accessories,14,2-Day Shipping,Yes,Winter,Albania,45-54
707,Female,55,Sunglasses,Accessories,25,2-Day Shipping,No,Winter,Albania,45-54
708,Male,55,Scarf,Accessories,41,2-Day Shipping,Yes,Winter,Albania,45-54
709,Male,55,Blouse,Clothing,22,2-Day Shipping,No,Winter,Albania,45-54
710,Male,55,Sweater,Clothing,63,2-Day Shipping,Yes,Winter,Albania,45-54
711,Male,55,Jeans,Clothing,55,2-Day Shipping,No,Winter,Albania,45-54
712,Female,55,Blouse,Clothing,98,2-Day Shipping,Yes,Winter,Albania,45-54
713,Female,55,Sweater,Clothing,99,2-Day Shipping,No,Winter,Albania,45-54
714,Male,55,Jeans,Clothing,65,2-Day Shipping,Yes,Winter,Albania,45-54
715,Female,55,Sandals,Footwear,35,2-Day Shipping,No,Winter,Albania,45-54
716,Female,55,Blouse,Clothing,85,Express,Yes,Winter,Albania,45-54
717,Female,55,Sneakers,Footwear,96,Express,No,Winter,Albania,45-54
718,Female,55,Shirt,Clothing,74,Express,Yes,Winter,Albania,45-54
719,Female,55,Shorts,Clothing,52,Express,No,Winter,Albania,45-54
720,Female,55,Coat,Outerwear,22,Express,Yes,Winter,Albania,45-54
721,Male,55,Handbag,Accessories,21,Express,No,Winter,Albania,45-54
722,Female,22,Sunglasses,Accessories,45,Express,Yes,Winter,Albania,18-24
723,Female,25,Scarf,Accessories,77,Express,No,Winter,Albania,18-24
724,Male,32,Blouse,Clothing,50,Express,Yes,Winter,Albania,25-34
725,Female,35,Sweater,Clothing,25,Express,No,Winter,Albania,25-34
726,Female,36,Jeans,Clothing,15,Express,Yes,Winter,Albania,35-44
727,Male,39,Sandals,Footwear,69,Express,No,Winter,Albania,35-44
728,Male,38,Blouse,Clothing,85,Next Day Air,Yes,Winter,Albania,35-44
729,Male,37,Sneakers,Footwear,12,Next Day Air,No,Winter,Albania,35-44
730,Male,34,Shirt,Clothing,100,Next Day Air,Yes,Winter,Albania,25-34
731,Male,34,Shorts,Clothing,23,Next Day Air,No,Winter,Albania,25-34
732,Male,32,Coat,Outerwear,14,Next Day Air,Yes,Winter,Albania,25-34
733,Female,19,Handbag,Accessories,25,Next Day Air,No,Winter,Albania,18-24
734,Female,18,Sunglasses,Accessories,41,Next Day Air,Yes,Winter,Albania,Under 18
735,Male,19,Scarf,Accessories,22,Next Day Air,No,Winter,Albania,18-24
736,Female,18,Blouse,Clothing,63,Next Day Air,Yes,Winter,Albania,Under 18
737,Female,19,Sweater,Clothing,55,Next Day Air,No,Winter,Albania,18-24
738,Male,18,Jeans,Clothing,98,Next Day Air,Yes,Winter,Albania,Under 18
739,Male,19,Sandals,Footwear,99,Next Day Air,No,Winter,Albania,18-24
740,Female,22,Blouse,Clothing,65,Next Day Air,Yes,Winter,Albania,18-24
741,Female,25,Sneakers,Footwear,35,Next Day Air,No,Winter,Albania,18-24
742,Male,26,Shirt,Clothing,85,Next Day Air,Yes,Winter,Albania,25-34
743,Female,28,Shorts,Clothing,96,Next Day Air,No,Winter,Albania,25-34
744,Female,28,Coat,Outerwear,74,Next Day Air,Yes,Winter,Albania,25-34
745,Male,27,Handbag,Accessories,52,Next Day Air,No,Winter,Albania,25-34
746,Male,23,Sunglasses,Accessories,22,Next Day Air,Yes,Winter,Albania,18-24
747,Male,30,Scarf,Accessories,21,Next Day Air,No,Winter,Albania,25-34
748,Female,33,Blouse,Clothing,45,Next Day Air,Yes,Winter,Albania,25-34
749,Female,31,Sweater,Clothing,77,Next Day Air,No,Fall,Albania,25-34
750,Male,32,Jeans,Clothing,50,Next Day Air,Yes,Fall,Albania,25-34
751,Male,32,Sandals,Footwear,25,Next Day Air,No,Fall,Albania,25-34
752,Male,32,Blouse,Clothing,15,Next Day Air,Yes,Fall,Albania,25-34
753,Female,32,Sneakers,Footwear,69,Next Day Air,No,Fall,Albania,25-34
754,Female,32,Shirt,Clothing,85,Next Day Air,Yes,Fall,Albania,25-34
755,Female,32,Shorts,Clothing,12,Next Day Air,No,Fall,Albania,25-34
756,Female,32,Coat,Outerwear,100,Next Day Air,Yes,Fall,Albania,25-34
757,Male,32,Handbag,Accessories,23,Next Day Air,No,Fall,Albania,25-34
758,Female,32,Sunglasses,Accessories,14,Next Day Air,Yes,Fall,Albania,25-34
759,Male,32,Scarf,Accessories,25,Next Day Air,No,Fall,Albania,25-34
760,Female,55,Blouse,Clothing,41,Next Day Air,Yes,Fall,Albania,45-54
761,Female,33,Sweater,Clothing,22,Next Day Air,No,Fall,Albania,25-34
762,Female,36,Jeans,Clothing,63,Next Day Air,Yes,Fall,Albania,35-44
763,Male,39,Blouse,Clothing,55,Next Day Air,No,Fall,Albania,35-44
764,Female,38,Sweater,Clothing,98,Next Day Air,Yes,Fall,Albania,35-44
765,Male,34,Jeans,Clothing,99,Next Day Air,No,Fall,Albania,25-34
766,Female,35,Sandals,Footwear,65,Next Day Air,Yes,Fall,Albania,25-34
767,Male,36,Blouse,Clothing,35,Next Day Air,No,Fall,Albania,35-44
768,Female,36,Sneakers,Footwear,85,Next Day Air,Yes,Fall,Albania,35-44
769,Female,36,Shirt,Clothing,96,Next Day Air,No,Fall,Albania,35-44
770,Male,38,Shorts,Clothing,74,Next Day Air,Yes,Fall,Albania,35-44
771,Male,18,Coat,Outerwear,52,Next Day Air,No,Fall,Albania,Under 18
772,Male,19,Handbag,Accessories,22,Next Day Air,Yes,Fall,Albania,18-24
773,Male,19,Sunglasses,Accessories,21,Next Day Air,No,Fall,Albania,18-24
774,Male,19,Scarf,Accessories,45,Next Day Air,Yes,Fall,Albania,18-24
775,Female,19,Blouse,Clothing,77,Next Day Air,No,Fall,Albania,18-24
776,Female,19,Sweater,Clothing,50,Next Day Air,Yes,Fall,Albania,18-24
777,Male,18,Jeans,Clothing,25,Next Day Air,No,Fall,Albania,Under 18
778,Male,18,Sandals,Footwear,15,Next Day Air,Yes,Fall,Albania,Under 18
779,Male,18,Blouse,Clothing,69,Next Day Air,No,Fall,Albania,Under 18
780,Male,18,Sneakers,Footwear,85,Next Day Air,Yes,Fall,Albania,Under 18
781,Female,18,Shirt,Clothing,12,Next Day Air,No,Fall,Albania,Under 18
782,Female,18,Shorts,Clothing,100,Next Day Air,Yes,Fall,Albania,Under 18
783,Male,18,Coat,Outerwear,23,Next Day Air,No,Fall,Albania,Under 18
784,Female,18,Handbag,Accessories,14,Next Day Air,Yes,Fall,Albania,Under 18
785,Female,19,Sunglasses,Accessories,25,Next Day Air,No,Fall,Albania,18-24
786,Male,19,Scarf,Accessories,41,Next Day Air,Yes,Fall,Albania,18-24
787,Female,19,Blouse,Clothing,22,Next Day Air,No,Fall,Albania,18-24
788,Male,18,Sweater,Clothing,63,Next Day Air,Yes,Fall,Albania,Under 18
789,Female,20,Jeans,Clothing,55,Next Day Air,No,Fall,Albania,18-24
790,Female,35,Sandals,Footwear,98,Next Day Air,Yes,Fall,Albania,25-34
791,Female,45,Blouse,Clothing,99,Next Day Air,No,Fall,Albania,35-44
792,Female,60,Sneakers,Footwear,65,Next Day Air,Yes,Fall,Albania,55-64
793,Male,22,Shirt,Clothing,35,Next Day Air,No,Fall,Albania,18-24
794,Female,24,Shorts,Clothing,85,Next Day Air,Yes,Fall,Albania,18-24
795,Female,68,Coat,Outerwear,96,Next Day Air,No,Fall,Albania,65+
796,Female,53,Handbag,Accessories,74,Next Day Air,Yes,Fall,Albania,45-54
797,Female,74,Sunglasses,Accessories,52,Next Day Air,No,Fall,Albania,65+
798,Male,55,Scarf,Accessories,22,Next Day Air,Yes,Fall,Albania,45-54
799,Male,51,Blouse,Clothing,21,Next Day Air,No,Fall,Albania,45-54
800,Male,42,Sweater,Clothing,45,Next Day Air,Yes,Fall,Albania,35-44
801,Female,43,Jeans,Clothing,77,Next Day Air,No,Fall,Albania,35-44
802,Male,47,Sandals,Footwear,50,Next Day Air,Yes,Fall,Albania,45-54
803,Female,48,Blouse,Clothing,25,Next Day Air,No,Fall,Albania,45-54
804,Female,60,Sneakers,Footwear,15,Next Day Air,Yes,Fall,Albania,55-64
805,Female,22,Shirt,Clothing,69,Next Day Air,No,Fall,Albania,18-24
806,Female,21,Shorts,Clothing,85,Next Day Air,Yes,Fall,Albania,18-24
807,Female,19,Coat,Outerwear,12,Next Day Air,No,Fall,Albania,18-24
808,Male,23,Handbag,Accessories,100,Next Day Air,Yes,Fall,Albania,18-24
809,Female,25,Sunglasses,Accessories,23,Next Day Air,No,Fall,Albania,18-24
810,Female,25,Scarf,Accessories,14,Next Day Air,Yes,Fall,Albania,18-24
811,Female,26,Blouse,Clothing,25,Next Day Air,No,Fall,Albania,25-34
812,Female,28,Sweater,Clothing,41,Next Day Air,Yes,Fall,Albania,25-34
813,Male,27,Jeans,Clothing,22,Next Day Air,No,Fall,Albania,25-34
814,Male,29,Blouse,Clothing,63,Next Day Air,Yes,Fall,Albania,25-34
815,Male,21,Sweater,Clothing,55,Next Day Air,No,Fall,Albania,18-24
816,Female,24,Jeans,Clothing,98,Next Day Air,Yes,Fall,Albania,18-24
817,Male,25,Sandals,Footwear,99,Next Day Air,No,Fall,Albania,18-24
818,Female,26,Blouse,Clothing,65,Next Day Air,Yes,Fall,Albania,25-34
819,Female,23,Sneakers,Footwear,35,Next Day Air,No,Fall,Albania,18-24
820,Female,25,Shirt,Clothing,85,Next Day Air,Yes,Fall,Albania,18-24
821,Female,33,Shorts,Clothing,96,Next Day Air,No,Fall,Albania,25-34
822,Female,33,Coat,Outerwear,74,Next Day Air,Yes,Fall,Albania,25-34
823,Male,36,Handbag,Accessories,52,Next Day Air,No,Spring,Albania,35-44
824,Female,25,Sunglasses,Accessories,22,Next Day Air,Yes,Spring,Albania,18-24
825,Female,36,Scarf,Accessories,21,Next Day Air,No,Spring,Albania,35-44
826,Female,39,Blouse,Clothing,45,Next Day Air,Yes,Spring,Albania,35-44
827,Female,38,Sweater,Clothing,77,Next Day Air,No,Spring,Albania,35-44
828,Male,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,18-24
829,Male,22,Sandals,Footwear,25,Next Day Air,No,Spring,Albania,18-24
830,Male,22,Blouse,Clothing,15,Next Day Air,Yes,Spring,Albania,18-24
831,Female,22,Sneakers,Footwear,69,Next Day Air,No,Spring,Albania,18-24
832,Male,22,Shirt,Clothing,85,Next Day Air,Yes,Spring,Albania,18-24
833,Female,22,Shorts,Clothing,12,Next Day Air,No,Spring,Albania,18-24
834,Female,22,Coat,Outerwear,100,Next Day Air,Yes,Spring,Albania,18-24
835,Female,22,Handbag,Accessories,23,Next Day Air,No,Spring,Albania,18-24
836,Female,22,Sunglasses,Accessories,14,Next Day Air,Yes,Spring,Albania,18-24
837,Male,22,Scarf,Accessories,25,Next Day Air,No,Spring,Albania,18-24
838,Male,22,Blouse,Clothing,41,Free Shipping,Yes,Spring,Albania,18-24
839,Male,22,Sweater,Clothing,22,Free Shipping,No,Spring,Albania,18-24
840,Female,22,Jeans,Clothing,63,Free Shipping,Yes,Spring,Albania,18-24
841,Male,22,Sandals,Footwear,55,Free Shipping,No,Spring,Albania,18-24
842,Female,22,Blouse,Clothing,98,Free Shipping,Yes,Spring,Albania,18-24
843,Female,22,Sneakers,Footwear,99,Free Shipping,No,Spring,Albania,18-24
844,Female,22,Shirt,Clothing,65,Free Shipping,Yes,Spring,Albania,18-24
845,Female,22,Shorts,Clothing,35,Free Shipping,No,Spring,Albania,18-24
846,Female,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,18-24
847,Male,22,Handbag,Accessories,96,Free Shipping,No,Spring,Albania,18-24
848,Female,22,Sunglasses,Accessories,74,Free Shipping,Yes,Spring,Albania,18-24
849,Female,22,Scarf,Accessories,52,Free Shipping,No,Spring,Albania,18-24
850,Female,22,Blouse,Clothing,22,Free Shipping,Yes,Spring,Albania,18-24
851,Male,22,Sweater,Clothing,21,Free Shipping,No,Spring,Albania,18-24
852,Female,22,Jeans,Clothing,45,Free Shipping,Yes,Spring,Albania,18-24
853,Female,22,Sandals,Footwear,77,Free Shipping,No,Spring,Albania,18-24
854,Female,22,Blouse,Clothing,50,Free Shipping,Yes,Spring,Albania,18-24
855,Female,22,Sneakers,Footwear,25,Free Shipping,No,Spring,Albania,18-24
856,Male,22,Shirt,Clothing,15,Free Shipping,Yes,Spring,Albania,18-24
857,Male,22,Shorts,Clothing,69,Free Shipping,No,Spring,Albania,18-24
858,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,18-24
859,Female,22,Handbag,Accessories,12,Free Shipping,No,Spring,Albania,18-24
860,Male,22,Sunglasses,Accessories,100,Free Shipping,Yes,Spring,Albania,18-24
861,Female,22,Scarf,Accessories,23,Free Shipping,No,Spring,Albania,18-24
862,Female,22,Blouse,Clothing,14,Free Shipping,Yes,Spring,Albania,18-24
863,Female,22,Sweater,Clothing,25,Free Shipping,No,Spring,Albania,18-24
864,Female,22,Jeans,Clothing,41,Free Shipping,Yes,Spring,Albania,18-24
865,Female,22,Blouse,Clothing,22,Free Shipping,No,Spring,Albania,18-24
866,Male,22,Sweater,Clothing,63,Free Shipping,Yes,Spring,Albania,18-24
867,Female,22,Jeans,Clothing,55,Free Shipping,No,Spring,Albania,18-24
868,Female,22,Sandals,Footwear,98,Free Shipping,Yes,Spring,Albania,18-24
869,Female,22,Blouse,Clothing,99,Free Shipping,No,Spring,Albania,18-24
870,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Spring,Albania,18-24
871,Male,22,Shirt,Clothing,35,Free Shipping,No,Spring,Albania,18-24
872,Female,22,Shorts,Clothing,85,Free Shipping,Yes,Spring,Albania,18-24
873,Female,22,Coat,Outerwear,96,Free Shipping,No,Spring,Albania,18-24
874,Female,22,Handbag,Accessories,74,Free Shipping,Yes,Spring,Albania,18-24
875,Female,22,Sunglasses,Accessories,52,Free Shipping,No,Spring,Albania,18-24
876,Male,22,Scarf,Accessories,22,Free Shipping,Yes,Spring,Albania,18-24
877,Male,22,Blouse,Clothing,21,Free Shipping,No,Spring,Albania,18-24
878,Male,22,Sweater,Clothing,45,Free Shipping,Yes,Spring,Albania,18-24
879,Female,22,Jeans,Clothing,77,Free Shipping,No,Spring,Albania,18-24
880,Male,22,Sandals,Footwear,50,Free Shipping,Yes,Spring,Albania,18-24
881,Female,22,Blouse,Clothing,25,Free Shipping,No,Spring,Albania,18-24
882,Female,22,Sneakers,Footwear,15,Free Shipping,Yes,Spring,Albania,18-24
883,Female,22,Shirt,Clothing,69,Free Shipping,No,Spring,Albania,18-24
884,Female,22,Shorts,Clothing,85,Free Shipping,Yes,Spring,Albania,18-24
885,Female,22,Coat,Outerwear,12,Free Shipping,No,Spring,Albania,18-24
886,Male,22,Handbag,Accessories,100,Free Shipping,Yes,Spring,Albania,18-24
887,Female,22,Sunglasses,Accessories,23,Free Shipping,No,Spring,Albania,18-24
888,Female,22,Scarf,Accessories,14,Free Shipping,Yes,Spring,Albania,18-24
889,Female,22,Blouse,Clothing,25,Free Shipping,No,Spring,Albania,18-24
890,Female,22,Sweater,Clothing,41,Free Shipping,Yes,Spring,Albania,18-24
891,Male,22,Jeans,Clothing,22,Free Shipping,No,Spring,Albania,18-24
892,Female,22,Sandals,Footwear,63,Free Shipping,Yes,Spring,Albania,18-24
893,Male,22,Blouse,Clothing,55,Free Shipping,Yes,Spring,Albania,18-24
894,Female,22,Sneakers,Footwear,98,Free Shipping,Yes,Spring,Albania,18-24
895,Female,22,Shirt,Clothing,99,Free Shipping,Yes,Spring,Albania,18-24
896,Female,22,Shorts,Clothing,65,Free Shipping,Yes,Spring,Albania,18-24
897,Female,22,Coat,Outerwear,35,Free Shipping,Yes,Spring,Albania,18-24
898,Male,22,Handbag,Accessories,85,Free Shipping,Yes,Spring,Albania,18-24
899,Male,22,Sunglasses,Accessories,96,Free Shipping,Yes,Spring,Albania,18-24
900,Male,22,Scarf,Accessories,74,Free Shipping,Yes,Spring,Albania,18-24
901,Male,22,Blouse,Clothing,52,Free Shipping,Yes,Spring,Albania,18-24
902,Male,22,Sweater,Clothing,22,Free Shipping,Yes,Spring,Albania,18-24
903,Female,22,Jeans,Clothing,21,Free Shipping,Yes,Spring,Albania,18-24
904,Female,22,Sandals,Footwear,45,Free Shipping,Yes,Spring,Albania,18-24
905,Female,22,Blouse,Clothing,77,Free Shipping,Yes,Spring,Albania,18-24
906,Female,22,Sneakers,Footwear,50,Free Shipping,Yes,Spring,Albania,18-24
907,Female,22,Shirt,Clothing,25,Free Shipping,Yes,Spring,Albania,18-24
908,Female,22,Shorts,Clothing,15,Free Shipping,Yes,Spring,Albania,18-24
909,Male,22,Coat,Outerwear,69,Free Shipping,Yes,Spring,Albania,18-24
910,Female,22,Handbag,Accessories,85,Free Shipping,Yes,Spring,Albania,18-24
911,Male,22,Sunglasses,Accessories,12,Free Shipping,Yes,Spring,Albania,18-24
912,Female,22,Scarf,Accessories,100,Free Shipping,Yes,Spring,Albania,18-24
913,Female,22,Blouse,Clothing,23,Free Shipping,Yes,Spring,Albania,18-24
914,Female,22,Sweater,Clothing,14,Free Shipping,Yes,Spring,Albania,18-24
915,Male,22,Jeans,Clothing,25,Free Shipping,Yes,Spring,Albania,18-24
916,Male,22,Blouse,Clothing,41,Free Shipping,Yes,Spring,Albania,18-24
917,Female,22,Sweater,Clothing,22,Free Shipping,Yes,Spring,Albania,18-24
918,Male,22,Jeans,Clothing,63,Free Shipping,Yes,Spring,Albania,18-24
919,Male,22,Sandals,Footwear,55,Free Shipping,Yes,Spring,Albania,18-24
920,Female,22,Blouse,Clothing,98,Free Shipping,Yes,Spring,Albania,18-24
921,Male,22,Sneakers,Footwear,99,Free Shipping,Yes,Spring,Albania,18-24
922,Male,22,Shirt,Clothing,65,Free Shipping,Yes,Spring,Albania,18-24
923,Female,22,Shorts,Clothing,35,Free Shipping,Yes,Spring,Albania,18-24
924,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Spring,Albania,18-24
925,Female,22,Handbag,Accessories,96,Free Shipping,Yes,Spring,Albania,18-24
926,Male,22,Sunglasses,Accessories,74,Free Shipping,Yes,Spring,Albania,18-24
927,Female,22,Scarf,Accessories,52,Free Shipping,Yes,Spring,Albania,18-24
928,Male,22,Blouse,Clothing,22,Express,Yes,Spring,Albania,18-24
929,Female,22,Sweater,Clothing,21,Express,Yes,Spring,Albania,18-24
930,Female,22,Jeans,Clothing,45,Express,Yes,Spring,Albania,18-24
931,Male,22,Sandals,Footwear,77,Express,Yes,Spring,Albania,18-24
932,Female,22,Blouse,Clothing,50,Express,Yes,Spring,Albania,18-24
933,Male,22,Sneakers,Footwear,25,Express,Yes,Spring,Albania,18-24
934,Male,22,Shirt,Clothing,15,Express,Yes,Spring,Albania,18-24
935,Female,22,Shorts,Clothing,69,Express,Yes,Spring,Albania,18-24
936,Female,22,Coat,Outerwear,85,Express,Yes,Spring,Albania,18-24
937,Female,22,Handbag,Accessories,12,Express,Yes,Spring,Albania,18-24
938,Female,22,Sunglasses,Accessories,100,Express,Yes,Spring,Albania,18-24
939,Female,22,Scarf,Accessories,23,Express,Yes,Spring,Albania,18-24
940,Female,22,Blouse,Clothing,14,Express,Yes,Spring,Albania,18-24
941,Female,22,Sweater,Clothing,25,Express,Yes,Spring,Albania,18-24
942,Male,22,Jeans,Clothing,41,Express,Yes,Spring,Albania,18-24
943,Male,22,Sandals,Footwear,22,Express,Yes,Spring,Albania,18-24
944,Female,22,Blouse,Clothing,63,Express,Yes,Spring,Albania,18-24
945,Female,22,Sneakers,Footwear,55,Express,Yes,Spring,Albania,18-24
946,Female,22,Shirt,Clothing,98,Express,Yes,Spring,Albania,18-24
947,Female,22,Shorts,Clothing,99,Express,Yes,Spring,Albania,18-24
948,Female,22,Coat,Outerwear,65,Express,Yes,Spring,Albania,18-24
949,Female,22,Handbag,Accessories,35,Express,Yes,Spring,Albania,18-24
950,Female,22,Sunglasses,Accessories,85,Express,Yes,Spring,Albania,18-24
951,Female,22,Scarf,Accessories,96,Express,Yes,Spring,Albania,18-24
952,Male,22,Blouse,Clothing,74,Express,Yes,Spring,Albania,18-24
953,Female,22,Sweater,Clothing,52,Express,Yes,Spring,Albania,18-24
954,Male,22,Jeans,Clothing,22,Express,Yes,Spring,Albania,18-24
955,Female,22,Sandals,Footwear,21,Express,Yes,Spring,Albania,18-24
956,Male,22,Blouse,Clothing,45,Express,Yes,Spring,Albania,18-24
957,Female,22,Sneakers,Footwear,77,Express,Yes,Spring,Albania,18-24
958,Male,22,Shirt,Clothing,50,Express,Yes,Spring,Albania,18-24
959,Female,22,Shorts,Clothing,25,Express,Yes,Spring,Albania,18-24
960,Male,22,Coat,Outerwear,15,Express,Yes,Spring,Albania,18-24
961,Male,22,Handbag,Accessories,69,Next Day Air,Yes,Spring,Albania,18-24
962,Male,22,Sunglasses,Accessories,85,Next Day Air,Yes,Spring,Albania,18-24
963,Female,22,Scarf,Accessories,12,Next Day Air,Yes,Spring,Albania,18-24
964,Female,22,Blouse,Clothing,100,Next Day Air,Yes,Spring,Albania,18-24
965,Male,22,Sweater,Clothing,23,Next Day Air,Yes,Spring,Albania,18-24
966,Male,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,18-24
967,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,18-24
968,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,18-24
969,Male,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,18-24
970,Female,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,18-24
971,Male,22,Jeans,Clothing,55,Next Day Air,Yes,Spring,Albania,18-24
972,Female,22,Jeans,Clothing,98,Next Day Air,Yes,Spring,Albania,18-24
973,Female,22,Jeans,Clothing,99,Next Day Air,Yes,Spring,Albania,18-24
974,Female,22,Jeans,Clothing,65,Next Day Air,Yes,Spring,Albania,18-24
975,Male,22,Jeans,Clothing,35,Next Day Air,Yes,Spring,Albania,18-24
976,Male,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,18-24
977,Female,22,Jeans,Clothing,96,Next Day Air,Yes,Spring,Albania,18-24
978,Male,22,Jeans,Clothing,74,Next Day Air,Yes,Spring,Albania,18-24
979,Female,22,Jeans,Clothing,52,Next Day Air,Yes,Spring,Albania,18-24
980,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,18-24
981,Male,22,Jeans,Clothing,21,Next Day Air,Yes,Spring,Albania,18-24
982,Male,22,Jeans,Clothing,45,Next Day Air,Yes,Spring,Albania,18-24
983,Male,22,Jeans,Clothing,77,Next Day Air,Yes,Spring,Albania,18-24
984,Female,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,18-24
985,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,18-24
986,Male,22,Jeans,Clothing,15,Next Day Air,Yes,Spring,Albania,18-24
987,Female,22,Jeans,Clothing,69,Next Day Air,Yes,Spring,Albania,18-24
988,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,18-24
989,Female,22,Jeans,Clothing,12,Next Day Air,Yes,Spring,Albania,18-24
990,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Spring,Albania,18-24
991,Female,22,Jeans,Clothing,23,Next Day Air,Yes,Spring,Albania,18-24
992,Male,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,18-24
993,Male,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,18-24
994,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,18-24
995,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,18-24
996,Male,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,18-24
997,Female,22,Jeans,Clothing,55,Next Day Air,Yes,Spring,Albania,18-24
998,Female,22,Jeans,Clothing,98,Next Day Air,Yes,Spring,Albania,18-24
999,Male,22,Jeans,Clothing,99,Next Day Air,Yes,Spring,Albania,18-24
1000,Male,22,Jeans,Clothing,65,Next Day Air,Yes,Spring,Albania,18-24
1001,Female,22,Jeans,Clothing,35,Next Day Air,Yes,Spring,Albania,18-24
1002,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,18-24
1003,Male,22,Jeans,Clothing,96,Next Day Air,Yes,Spring,Albania,18-24
1004,Male,22,Jeans,Clothing,74,Next Day Air,Yes,Spring,Albania,18-24
1005,Male,22,Jeans,Clothing,52,Next Day Air,Yes,Spring,Albania,18-24
1006,Female,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,18-24
1007,Female,22,Jeans,Clothing,21,Next Day Air,Yes,Spring,Albania,18-24
1008,Male,22,Jeans,Clothing,45,Next Day Air,Yes,Spring,Albania,18-24
1009,Male,22,Jeans,Clothing,77,Next Day Air,Yes,Spring,Albania,18-24
1010,Male,22,Jeans,Clothing,50,Next Day Air,Yes,Spring,Albania,18-24
1011,Male,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,18-24
1012,Female,22,Jeans,Clothing,15,Next Day Air,Yes,Spring,Albania,18-24
1013,Female,22,Jeans,Clothing,69,Next Day Air,Yes,Spring,Albania,18-24
1014,Male,22,Jeans,Clothing,85,Next Day Air,Yes,Spring,Albania,18-24
1015,Female,22,Jeans,Clothing,12,Next Day Air,Yes,Spring,Albania,18-24
1016,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Spring,Albania,18-24
1017,Female,22,Jeans,Clothing,23,Next Day Air,Yes,Spring,Albania,18-24
1018,Female,22,Jeans,Clothing,14,Next Day Air,Yes,Spring,Albania,18-24
1019,Female,22,Jeans,Clothing,25,Next Day Air,Yes,Spring,Albania,18-24
1020,Female,22,Jeans,Clothing,41,Next Day Air,Yes,Spring,Albania,18-24
1021,Male,22,Jeans,Clothing,22,Next Day Air,Yes,Spring,Albania,18-24
1022,Female,22,Jeans,Clothing,63,Next Day Air,Yes,Spring,Albania,18-24
